ms_uri_1,ms_uri_2
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1266,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1266
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1282,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1266
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1281,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1266
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1267,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1266
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__548,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__548
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__nm00026,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__nm00026
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__37,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-carbonatite__37
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00135,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ak00135
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__246,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__246
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__960,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__960
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2244,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2244
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__296,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-ree__296
https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt018,https://minmod.isi.edu/resource/site__doi-org-10-5066-p96mmrfd__bt018
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2611,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-major-deposits__2611
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1029,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-phosphate__1029
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ne00001,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__ne00001
https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__sd00048,https://minmod.isi.edu/resource/site__mrdata-usgs-gov-deposit__sd00048
